event,lnBayes
GW151012,-0.039660465
GW151012,-0.17581032
GW151012,-0.056428894
GW151012,-0.0144367805
GW151012,-0.021312254
GW151012,-0.0151500525
GW151012,-0.024135131
GW151012,-0.029834753
GW151012,-0.075148664
GW151012,-0.19633484
GW151012,-0.07186222
GW151012,-0.1555729
GW151012,-0.025480716
GW151012,-0.046703316
GW151012,-0.107235946
GW151012,-0.113452874
GW151012,-0.072211266
GW151012,-0.12325722
GW151012,-0.12335296
GW151012,-0.12335296
GW151012,-0.03517672
GW151012,-0.02726597
GW151012,-0.03637269
GW151012,-0.08500844
GW151012,-0.08029315
GW151012,-0.016342234
GW151012,-0.02007485
GW151012,-0.09379628
GW151012,-0.039054193
GW151012,-0.07743265
GW151012,-0.011186168
GW151012,-0.025937129
GW151012,-0.018103708
GW151012,-0.10507296
GW151012,-0.1033511
GW151012,-0.07542276
GW151012,-0.1031685
GW151012,-0.026770132
GW151012,-0.080637
GW151012,-0.095515326
GW151012,-0.02653599
GW151012,-0.0399575
GW151012,-0.022608377
GW151012,-0.03682613
GW151012,-0.09935194
GW151012,-0.09935194
GW151012,-0.047343682
GW151012,-0.020170696
GW151012,-0.023819009
GW151012,-0.16166069
GW151012,-0.09538227
GW151012,-0.049224466
GW151012,-0.01999379
GW151012,-0.026907891
GW151012,-0.016464686
GW151012,-0.01880885
GW151012,-0.022455664
GW151012,-0.017808054
GW151012,-0.018390222
GW151012,-0.08195501
GW151012,-0.11569363
GW151012,-0.04670376
GW151012,-0.079580344
GW151012,-0.10863587
GW151012,-0.10932109
GW151012,-0.093498714
GW151012,-0.05370707
GW151012,-0.07368573
GW151012,-0.12230067
GW151012,-0.108221024
GW151012,-0.080690436
GW151012,-0.1353627
GW151012,-0.042025078
GW151012,-0.036034636
GW151012,-0.02084833
GW151012,-0.019044414
GW151012,-0.0860624
GW151012,-0.037120845
GW151012,-0.15588759
GW151012,-0.028680794
GW151012,-0.078043364
GW151012,-0.017224764
GW151012,-0.01753426
GW151012,-0.01662588
GW151012,-0.0517626
GW151012,-0.04182568
GW151012,-0.07153602
GW151012,-0.12837118
GW151012,-0.079511166
GW151012,-0.16267149
GW151012,-0.1277519
GW151012,-0.051166516
GW151012,-0.041496333
GW151012,-0.04160923
GW151012,-0.028154397
GW151012,-0.03599497
GW151012,-0.07747933
GW151012,-0.017566714
GW151012,-0.012316664
GW151012,-0.046190698
GW151012,-0.09726472
GW151012,-0.057015378
GW151012,-0.08279847
GW151012,-0.057679683
GW151012,-0.031755466
GW151012,-0.111618906
GW151012,-0.025916576
GW151012,-0.02015975
GW151012,-0.011444058
GW151012,-0.09817446
GW151012,-0.057348296
GW151012,-0.0709281
GW151012,-0.1512232
GW151012,-0.1050678
GW151012,-0.11354635
GW151012,-0.1089873
GW151012,-0.06751491
GW151012,-0.056240536
GW151012,-0.023477055
GW151012,-0.017259633
GW151012,-0.045417774
GW151012,-0.061254505
GW151012,-0.13352588
GW151012,-0.03490875
GW151012,-0.046285152
GW151012,-0.06939752
GW151012,-0.01945256
GW151012,-0.061034195
GW151012,-0.06296924
GW151012,-0.03195816
GW151012,-0.015920639
GW151012,-0.13561776
GW151012,-0.059104905
GW151012,-0.07926789
GW151012,-0.1746969
GW151012,-0.09674981
GW151012,-0.04965978
GW151012,-0.02248151
GW151012,-0.03391693
GW151012,-0.22627306
GW151012,-0.17140485
GW151012,-0.012639976
GW151012,-0.021256482
GW151012,-0.016814617
GW151012,-0.022358011
GW151012,-0.018172232
GW151012,-0.01973338
GW151012,-0.023052746
GW151012,-0.060961273
GW151012,-0.06631565
GW151012,-0.063529976
GW151012,-0.040616527
GW151012,-0.015426158
GW151012,-0.01975393
GW151012,-0.036201485
GW151012,-0.12419504
GW151012,-0.028767591
GW151012,-0.04510259
GW151012,-0.028335638
GW151012,-0.058114078
GW151012,-0.115088426
GW151012,-0.01817041
GW151012,-0.024369204
GW151012,-0.0881529
GW151012,-0.117956184
GW151012,-0.12020061
GW151012,-0.023108436
GW151012,-0.09220705
GW151012,-0.105506316
GW151012,-0.12319943
GW151012,-0.06589321
GW151012,-0.03610799
GW151012,-0.0153178135
GW151012,-0.07162144
GW151012,-0.10559084
GW151012,-0.078030035
GW151012,-0.13675831
GW151012,-0.10423041
GW151012,-0.014551621
GW151012,-0.09098292
GW151012,-0.12613676
GW151012,-0.07963231
GW151012,-0.14052244
GW151012,-0.06418324
GW151012,-0.11039594
